P1,P2,...,Pn
[9, 10, 3, 7]
[0, 10, 4, 6]
[1, 12, 7, 3]
[4, 11, 12, 6]
[10, 14, 13, 5]
[6, 11, 0, 12]
[3, 11, 10, 13]
[0, 11, 2, 9]
[5, 11, 12, 3]
[4, 14, 10, 12]
[5, 4, 14, 10]
[2, 1, 10, 6]
[1, 5, 8, 11]
[8, 14, 3, 10]
[9, 8, 6, 1]
[12, 8, 5, 0]
[14, 8, 9, 4]
[13, 4, 8, 6]
[0, 9, 8, 4]
[4, 10, 0, 3]
[2, 14, 4, 8]
[12, 7, 9, 14]
[13, 11, 0, 5]
[1, 4, 14, 8]
[5, 7, 0, 3]
[10, 1, 12, 4]
[14, 13, 6, 11]
[6, 14, 10, 12]
[0, 14, 6, 5]
[7, 9, 1, 8]
[7, 4, 6, 9]
[14, 5, 1, 0]
[1, 11, 5, 2]
[4, 7, 9, 10]
[12, 5, 7, 4]
[6, 10, 5, 3]
[9, 4, 10, 5]
[4, 0, 3, 6]
[4, 13, 2, 1]
[5, 0, 7, 3]
[4, 10, 6, 9]
[4, 1, 14, 0]
[13, 5, 7, 0]
[1, 3, 7, 14]
[5, 11, 1, 2]
[8, 3, 5, 11]
[4, 1, 12, 14]
[0, 9, 2, 4]
[8, 0, 12, 9]
[9, 7, 11, 0]
[9, 4, 10, 12]
[14, 9, 1, 10]
[1, 11, 0, 14]
[3, 14, 13, 8]
[11, 1, 8, 9]
[0, 11, 9, 10]
[10, 14, 4, 11]
[6, 5, 9, 0]
[13, 1, 7, 2]
[13, 9, 0, 4]
[3, 6, 4, 8]
[5, 6, 9, 7]
[3, 2, 12, 9]
[7, 5, 12, 2]
[13, 6, 10, 0]
[1, 4, 0, 6]
[6, 8, 5, 0]
[3, 10, 7, 11]
[2, 8, 5, 1]
[14, 4, 1, 13]
[8, 2, 10, 1]
[10, 9, 1, 7]
[5, 9, 4, 13]
[6, 5, 2, 12]
[12, 3, 14, 1]
[0, 1, 9, 7]
[13, 4, 1, 7]
[2, 8, 5, 9]
[6, 3, 1, 2]
[13, 9, 8, 6]
[9, 8, 10, 12]
[13, 11, 10, 2]
[7, 12, 9, 13]
[3, 11, 14, 10]
[14, 6, 2, 13]
[14, 9, 0, 3]
[14, 10, 1, 6]
[9, 3, 1, 6]
[2, 6, 0, 12]
[8, 1, 10, 12]
[13, 11, 5, 3]
[2, 3, 14, 12]
[6, 0, 3, 12]
[12, 11, 10, 6]
[14, 13, 4, 5]
[3, 0, 1, 10]
[12, 7, 10, 9]
[9, 8, 7, 10]
[5, 12, 14, 7]
[10, 0, 1, 6]
[10, 14, 13, 0]
[9, 11, 6, 5]
[13, 7, 1, 11]
[13, 3, 11, 8]
[5, 0, 2, 1]
[11, 2, 12, 10]
[13, 2, 14, 0]
[6, 12, 14, 11]
[9, 4, 6, 0]
[1, 0, 7, 8]
[1, 14, 3, 2]
[9, 0, 4, 7]
[4, 3, 12, 14]
[2, 7, 11, 4]
[0, 7, 13, 3]
[1, 3, 11, 8]
[4, 2, 1, 8]
[0, 3, 6, 4]
[0, 1, 14, 7]
