P1,P2,...,Pn
[8, 7, 2, 14, 0]
[2, 6, 1, 4, 3]
[8, 14, 7, 5, 6]
[0, 10, 13, 11, 12]
[6, 1, 10, 3, 5]
[5, 10, 1, 3, 2]
[2, 11, 14, 3, 5]
[0, 12, 7, 14, 13]
[11, 4, 2, 3, 5]
[12, 0, 5, 3, 2]
[4, 14, 6, 10, 5]
[10, 14, 11, 1, 8]
[0, 10, 11, 1, 4]
[12, 2, 3, 5, 8]
[9, 8, 6, 12, 5]
[0, 4, 9, 7, 2]
[10, 9, 8, 4, 6]
[6, 9, 12, 3, 7]
[14, 8, 13, 12, 4]
[7, 1, 11, 2, 5]
[1, 6, 13, 14, 12]
[7, 0, 4, 12, 14]
[7, 3, 6, 9, 14]
[7, 2, 12, 14, 6]
[13, 1, 3, 6, 2]
[3, 7, 4, 9, 13]
[7, 11, 12, 2, 9]
[3, 4, 14, 13, 2]
[9, 4, 11, 8, 12]
[0, 6, 13, 11, 10]
[8, 9, 13, 2, 5]
[14, 4, 9, 3, 2]
[5, 2, 10, 7, 6]
[5, 2, 10, 6, 1]
[4, 6, 2, 5, 7]
[7, 14, 2, 6, 9]
[1, 13, 10, 8, 3]
[14, 0, 2, 9, 1]
[10, 14, 7, 5, 13]
[2, 4, 9, 13, 11]
[6, 2, 9, 0, 12]
[14, 3, 6, 0, 5]
[12, 0, 10, 4, 3]
[7, 6, 14, 11, 1]
[10, 8, 0, 1, 7]
[1, 3, 7, 10, 5]
[5, 11, 12, 3, 13]
[3, 11, 6, 1, 10]
[14, 5, 10, 3, 6]
[14, 2, 12, 6, 1]
[0, 8, 9, 7, 12]
[12, 9, 14, 8, 5]
[7, 13, 14, 3, 2]
[11, 1, 2, 5, 12]
[1, 0, 8, 12, 13]
[13, 5, 11, 12, 0]
[7, 10, 1, 8, 3]
[13, 14, 4, 6, 9]
[1, 14, 6, 2, 10]
[11, 1, 12, 5, 10]
[1, 0, 5, 3, 7]
[9, 3, 4, 5, 0]
[5, 12, 0, 14, 4]
[3, 7, 12, 8, 6]
[13, 7, 0, 2, 9]
