P1,P2,...,Pn
[7, 1, 9, 10, 0]
[11, 1, 9, 4, 8]
[11, 5, 10, 12, 1]
[11, 10, 12, 8, 14]
[10, 1, 9, 11, 14]
[6, 3, 10, 13, 1]
[7, 1, 11, 8, 14]
[10, 9, 7, 4, 3]
[10, 4, 14, 7, 0]
[6, 8, 7, 2, 10]
[8, 14, 6, 1, 0]
[11, 2, 7, 9, 4]
[9, 8, 1, 10, 3]
[9, 13, 12, 3, 5]
[13, 2, 7, 10, 4]
[1, 7, 10, 9, 11]
[13, 5, 0, 7, 8]
[2, 9, 6, 11, 4]
[11, 8, 7, 5, 12]
[14, 10, 7, 4, 3]
[1, 5, 14, 2, 11]
[13, 14, 0, 4, 12]
[0, 8, 12, 1, 10]
[1, 6, 11, 8, 13]
[7, 0, 6, 4, 9]
[11, 5, 4, 3, 2]
[4, 8, 12, 7, 9]
[9, 3, 5, 7, 2]
[9, 8, 2, 4, 12]
[3, 0, 12, 8, 4]
[1, 10, 11, 14, 0]
[10, 6, 14, 8, 0]
[8, 6, 10, 2, 7]
[6, 12, 4, 14, 8]
[7, 0, 9, 13, 11]
[11, 5, 10, 6, 1]
[5, 0, 9, 10, 1]
[12, 4, 5, 8, 3]
[14, 2, 10, 3, 1]
[4, 0, 3, 12, 1]
[12, 4, 0, 6, 10]
[11, 14, 0, 4, 3]
[7, 13, 6, 14, 8]
[3, 8, 12, 6, 1]
[13, 1, 8, 2, 6]
[6, 14, 11, 4, 1]
[6, 4, 12, 3, 1]
[1, 4, 6, 13, 5]
[14, 7, 2, 0, 12]
[13, 12, 7, 4, 6]
[1, 7, 14, 11, 2]
[1, 7, 11, 12, 6]
[8, 3, 6, 2, 1]
[3, 2, 10, 0, 9]
[14, 6, 11, 0, 7]
[4, 10, 8, 0, 13]
[3, 8, 11, 2, 14]
[11, 13, 3, 9, 7]
[0, 8, 11, 5, 2]
[7, 4, 5, 11, 2]
[2, 6, 10, 14, 11]
[7, 1, 12, 4, 6]
[12, 10, 14, 5, 1]
[13, 8, 9, 0, 14]
[1, 6, 8, 10, 3]
[13, 2, 6, 1, 3]
[12, 2, 14, 0, 11]
[0, 13, 1, 3, 14]
[8, 0, 13, 6, 5]
[9, 1, 6, 3, 10]
[3, 0, 9, 4, 14]
[8, 7, 11, 10, 9]
[9, 6, 8, 11, 4]
[7, 11, 0, 9, 12]
[7, 8, 3, 9, 12]
[4, 11, 13, 1, 5]
[4, 2, 14, 3, 12]
[9, 13, 12, 2, 8]
[6, 11, 14, 9, 7]
[9, 13, 7, 10, 2]
[2, 3, 14, 1, 12]
[5, 12, 0, 10, 8]
[12, 6, 9, 13, 7]
