P1,P2,...,Pn
[12, 1, 7, 14]
[13, 4, 8, 7]
[13, 9, 8, 5]
[2, 7, 8, 13]
[3, 5, 0, 7]
[1, 11, 10, 7]
[7, 9, 12, 13]
[1, 0, 3, 4]
[12, 8, 1, 6]
[2, 0, 10, 1]
[2, 1, 11, 3]
[4, 8, 7, 0]
[0, 4, 1, 10]
[2, 4, 3, 13]
[12, 4, 0, 6]
[7, 10, 2, 13]
[13, 5, 7, 1]
[10, 13, 8, 1]
[1, 9, 2, 14]
[10, 7, 12, 8]
[2, 12, 6, 4]
[13, 3, 7, 14]
[1, 13, 7, 11]
[8, 4, 13, 7]
[12, 6, 10, 11]
[11, 2, 10, 0]
[9, 10, 14, 7]
[8, 3, 13, 9]
[11, 0, 10, 8]
[13, 11, 8, 3]
[1, 10, 4, 0]
[3, 5, 13, 9]
[13, 10, 9, 0]
[8, 4, 9, 3]
[1, 0, 7, 12]
