P1,P2,...,Pn
[12, 1, 2, 14, 4]
[7, 8, 9, 6, 10]
[6, 5, 9, 3, 2]
[7, 6, 2, 4, 8]
[6, 4, 12, 8, 3]
[2, 0, 4, 1, 8]
[5, 14, 12, 8, 7]
[13, 2, 4, 1, 10]
[12, 5, 10, 7, 2]
[14, 5, 0, 6, 8]
[14, 11, 0, 1, 2]
[1, 2, 7, 13, 6]
[0, 7, 3, 9, 5]
[3, 7, 12, 13, 2]
[0, 13, 5, 4, 11]
[7, 14, 13, 12, 4]
[4, 1, 12, 8, 14]
[6, 13, 10, 7, 9]
[12, 3, 7, 10, 4]
[2, 10, 11, 1, 12]
[7, 1, 0, 14, 3]
[7, 6, 12, 5, 14]
[13, 10, 7, 14, 11]
[2, 6, 0, 7, 14]
[7, 10, 5, 3, 4]
[8, 4, 0, 1, 7]
[10, 0, 5, 1, 12]
[6, 13, 3, 5, 14]
[1, 0, 5, 11, 12]
[4, 6, 2, 9, 10]
[11, 7, 8, 1, 0]
[8, 12, 1, 3, 10]
[8, 2, 10, 13, 1]
[8, 2, 13, 14, 4]
[6, 1, 8, 12, 0]
[10, 12, 0, 3, 14]
[9, 10, 5, 6, 8]
[12, 0, 11, 10, 3]
[2, 1, 5, 4, 3]
[4, 0, 12, 6, 13]
[10, 11, 1, 6, 7]
[4, 0, 6, 7, 10]
[12, 4, 14, 3, 8]
[5, 3, 14, 13, 6]
[7, 1, 5, 13, 0]
[10, 11, 14, 12, 7]
[3, 1, 5, 13, 14]
[2, 13, 11, 0, 4]
[11, 2, 9, 8, 7]
[9, 10, 0, 3, 1]
[1, 14, 0, 6, 9]
[10, 7, 2, 3, 4]
[12, 9, 14, 6, 3]
[14, 7, 8, 5, 11]
[4, 9, 8, 10, 13]
[9, 3, 1, 10, 13]
[7, 14, 4, 12, 9]
[4, 5, 9, 13, 12]
[7, 5, 10, 4, 8]
[1, 4, 0, 13, 7]
[3, 12, 4, 6, 8]
[0, 8, 3, 2, 14]
[4, 2, 10, 12, 14]
[12, 7, 14, 6, 2]
[9, 1, 0, 2, 11]
[3, 13, 6, 12, 7]
[12, 3, 7, 1, 13]
[1, 7, 14, 12, 9]
[8, 4, 13, 3, 1]
[14, 5, 12, 6, 10]
[14, 1, 10, 2, 9]
[0, 8, 4, 7, 13]
[5, 0, 1, 4, 8]
[14, 5, 8, 11, 6]
[3, 14, 5, 8, 9]
[6, 0, 4, 7, 9]
[4, 14, 9, 13, 1]
[13, 3, 14, 6, 5]
[3, 0, 14, 9, 13]
[7, 14, 11, 9, 2]
[11, 1, 4, 12, 9]
[14, 11, 4, 12, 7]
[0, 4, 1, 13, 7]
[8, 9, 10, 12, 14]
[1, 7, 11, 9, 10]
[3, 5, 8, 12, 9]
[10, 3, 1, 12, 9]
[5, 4, 8, 3, 0]
[7, 9, 13, 12, 14]
[13, 7, 4, 9, 5]
[2, 6, 13, 1, 8]
[13, 8, 5, 1, 12]
[1, 3, 13, 7, 12]
[11, 10, 0, 7, 5]
[9, 0, 5, 12, 2]
[3, 8, 9, 0, 10]
[7, 3, 8, 0, 5]
[0, 11, 2, 6, 12]
[3, 4, 2, 8, 12]
[11, 14, 0, 5, 6]
[10, 9, 0, 11, 5]
[1, 13, 6, 5, 14]
[14, 12, 11, 9, 6]
[13, 4, 10, 0, 2]
[3, 7, 11, 4, 8]
[7, 6, 9, 4, 3]
[14, 1, 6, 0, 2]
[13, 4, 9, 2, 11]
[13, 7, 10, 2, 0]
[10, 5, 8, 9, 11]
[13, 6, 2, 3, 8]
[0, 5, 11, 10, 9]
[6, 4, 7, 9, 11]
[12, 9, 4, 1, 11]
[7, 11, 13, 8, 4]
[8, 9, 2, 6, 1]
[8, 6, 14, 11, 2]
[8, 10, 11, 1, 14]
[5, 6, 9, 2, 7]
[9, 12, 2, 1, 0]
[14, 13, 6, 11, 1]
[2, 0, 5, 13, 8]
[12, 6, 4, 2, 1]
[11, 7, 6, 1, 4]
[3, 6, 9, 14, 12]
[9, 0, 13, 11, 3]
[3, 4, 12, 0, 2]
[5, 8, 9, 6, 10]
[0, 5, 1, 3, 12]
[3, 12, 13, 5, 11]
[2, 6, 3, 13, 8]
[8, 7, 10, 0, 12]
[9, 11, 8, 10, 6]
[13, 8, 5, 10, 7]
[6, 9, 0, 13, 10]
[6, 4, 11, 3, 5]
[6, 11, 10, 12, 13]
[1, 8, 3, 14, 6]
[7, 13, 11, 9, 5]
[6, 12, 10, 5, 8]
[9, 8, 11, 5, 0]
[5, 8, 10, 3, 1]
[12, 8, 2, 9, 3]
[6, 2, 9, 11, 14]
[5, 1, 7, 0, 8]
[14, 12, 2, 1, 11]
[10, 11, 3, 6, 0]
[5, 8, 0, 7, 14]
[0, 7, 11, 10, 3]
[5, 0, 6, 11, 3]
[14, 0, 2, 13, 12]
[6, 8, 5, 12, 7]
[12, 11, 3, 14, 5]
[1, 13, 6, 4, 5]
[7, 0, 14, 4, 12]
[12, 11, 9, 8, 0]
[4, 0, 12, 14, 5]
[1, 11, 12, 2, 8]
