P1,P2,...,Pn
[0, 7, 14, 13, 2]
[7, 12, 10, 9, 6]
[4, 6, 3, 7, 12]
[7, 4, 3, 5, 2]
[9, 8, 13, 10, 4]
[1, 5, 14, 6, 9]
[0, 8, 14, 2, 7]
[8, 13, 12, 14, 9]
[1, 7, 11, 4, 5]
[4, 11, 6, 1, 14]
[13, 10, 11, 6, 8]
[7, 14, 5, 8, 0]
[7, 8, 12, 2, 4]
[10, 14, 0, 6, 9]
[2, 14, 11, 6, 5]
[10, 2, 14, 4, 0]
[2, 6, 0, 10, 5]
[14, 9, 2, 7, 1]
[8, 11, 7, 3, 2]
[4, 8, 12, 7, 3]
[11, 0, 6, 14, 1]
[3, 1, 10, 14, 0]
[3, 1, 12, 6, 8]
[14, 1, 13, 4, 12]
[8, 5, 7, 13, 11]
[10, 13, 1, 9, 14]
[11, 10, 6, 7, 3]
[2, 0, 8, 12, 7]
[13, 0, 6, 11, 2]
[5, 9, 12, 10, 13]
[0, 4, 8, 5, 11]
[14, 5, 1, 4, 9]
[14, 10, 12, 7, 2]
[0, 10, 8, 14, 7]
[8, 11, 5, 4, 2]
[11, 6, 5, 1, 8]
[4, 6, 8, 12, 1]
[10, 9, 8, 11, 4]
[11, 12, 8, 10, 2]
[5, 1, 3, 12, 0]
[6, 12, 1, 11, 0]
[2, 14, 13, 11, 6]
[9, 8, 3, 1, 0]
[13, 12, 1, 2, 3]
[5, 3, 14, 9, 8]
[10, 11, 4, 8, 2]
[7, 8, 1, 5, 9]
[2, 4, 9, 11, 13]
[0, 12, 9, 3, 7]
[3, 2, 0, 4, 12]
[3, 9, 7, 13, 1]
[3, 8, 10, 14, 12]
[2, 13, 0, 14, 1]
[3, 4, 13, 10, 11]
[10, 7, 14, 12, 9]
[13, 14, 7, 9, 6]
[2, 5, 9, 7, 1]
[9, 12, 1, 3, 11]
[6, 12, 2, 10, 7]
[6, 4, 10, 13, 1]
[12, 7, 4, 9, 0]
[0, 6, 5, 3, 13]
[3, 10, 6, 14, 1]
[6, 13, 1, 11, 14]
[4, 9, 13, 3, 8]
[13, 10, 11, 3, 8]
[10, 13, 14, 7, 9]
[7, 4, 13, 1, 11]
[12, 14, 2, 4, 5]
[10, 0, 12, 2, 13]
[5, 6, 10, 4, 14]
[1, 8, 12, 2, 10]
[12, 10, 13, 0, 6]
[5, 12, 0, 11, 13]
[1, 14, 7, 3, 9]
[10, 12, 3, 5, 9]
[2, 1, 13, 6, 10]
[12, 8, 0, 7, 3]
[2, 4, 12, 11, 10]
[2, 12, 3, 10, 5]
[3, 2, 6, 5, 12]
[7, 5, 11, 3, 12]
[6, 14, 2, 9, 3]
[6, 4, 9, 10, 2]
[14, 2, 1, 13, 0]
[14, 3, 6, 0, 4]
[11, 10, 5, 3, 6]
[4, 0, 6, 12, 14]
[0, 10, 9, 14, 12]
[3, 0, 7, 9, 8]
[8, 9, 4, 11, 0]
[0, 14, 12, 9, 7]
[6, 8, 5, 1, 11]
[4, 0, 7, 14, 10]
[14, 10, 4, 11, 5]
[7, 14, 4, 1, 9]
[13, 5, 9, 0, 11]
[3, 0, 2, 10, 6]
[6, 5, 0, 12, 10]
[4, 11, 9, 5, 2]
[4, 9, 7, 11, 6]
[1, 4, 0, 6, 9]
[5, 1, 12, 13, 4]
[11, 8, 4, 14, 1]
[12, 9, 3, 14, 1]
[0, 7, 3, 13, 8]
[7, 5, 8, 9, 2]
[2, 11, 13, 4, 0]
[13, 2, 0, 9, 3]
[13, 4, 6, 11, 8]
[6, 0, 4, 5, 3]
[7, 1, 13, 3, 10]
[2, 6, 12, 13, 7]
[1, 14, 2, 9, 13]
[5, 6, 8, 14, 4]
[12, 14, 11, 3, 1]
[12, 9, 0, 3, 10]
[12, 3, 14, 1, 2]
[10, 8, 2, 14, 13]
[14, 0, 13, 2, 7]
[13, 2, 14, 1, 0]
[3, 2, 4, 11, 6]
[13, 14, 0, 2, 4]
[3, 13, 4, 9, 6]
[6, 12, 2, 14, 8]
[9, 6, 12, 14, 10]
[11, 2, 10, 12, 3]
[10, 12, 1, 11, 2]
[1, 10, 11, 14, 8]
[10, 9, 4, 11, 7]
[5, 0, 8, 1, 6]
