P1,P2,...,Pn
[9, 7, 0, 11, 3]
[5, 11, 3, 13, 14]
[13, 12, 2, 14, 4]
[6, 2, 9, 3, 13]
[4, 14, 9, 7, 2]
[14, 5, 13, 0, 7]
[1, 12, 3, 6, 9]
[10, 0, 6, 11, 13]
[14, 12, 1, 2, 13]
[3, 0, 4, 10, 2]
[8, 5, 3, 9, 7]
[6, 3, 1, 12, 14]
[2, 1, 14, 12, 0]
[0, 10, 4, 5, 13]
[11, 5, 1, 4, 7]
[3, 5, 14, 13, 0]
[7, 4, 10, 0, 3]
[6, 8, 9, 12, 4]
[7, 5, 6, 1, 4]
[3, 2, 10, 4, 13]
[8, 9, 13, 6, 1]
[0, 5, 12, 9, 4]
[0, 1, 12, 13, 9]
[0, 5, 2, 3, 10]
[0, 4, 11, 13, 7]
[13, 1, 8, 7, 14]
[6, 12, 0, 1, 14]
[9, 2, 10, 5, 14]
[10, 11, 5, 2, 4]
[11, 8, 3, 4, 6]
[3, 4, 12, 8, 5]
[5, 4, 9, 6, 11]
[9, 12, 1, 14, 11]
[7, 0, 12, 9, 10]
[10, 5, 9, 4, 11]
[4, 0, 9, 11, 2]
[1, 10, 7, 3, 0]
[4, 13, 11, 8, 5]
[8, 4, 6, 3, 5]
[2, 8, 13, 14, 3]
[11, 9, 8, 7, 10]
[14, 3, 5, 6, 1]
[14, 9, 7, 0, 5]
[3, 10, 13, 8, 9]
[12, 3, 0, 1, 4]
[7, 13, 5, 14, 10]
[0, 14, 9, 2, 5]
[6, 5, 2, 8, 10]
[11, 5, 2, 3, 14]
[9, 10, 13, 0, 5]
[4, 14, 7, 8, 13]
[9, 1, 12, 0, 3]
[7, 9, 5, 13, 12]
[12, 13, 0, 1, 4]
[4, 1, 0, 11, 5]
[5, 1, 8, 11, 9]
[14, 0, 9, 8, 13]
[13, 7, 0, 3, 1]
[12, 2, 9, 6, 11]
[5, 9, 11, 0, 10]
[6, 12, 2, 13, 10]
[4, 1, 5, 11, 3]
[4, 1, 13, 2, 8]
[0, 9, 11, 8, 14]
[14, 1, 9, 3, 6]
[13, 4, 7, 3, 8]
[6, 4, 12, 7, 11]
[14, 9, 10, 12, 1]
[3, 8, 4, 5, 0]
[9, 14, 10, 12, 5]
[12, 8, 9, 3, 6]
[6, 5, 12, 7, 13]
[12, 8, 1, 13, 4]
[12, 0, 2, 1, 8]
[3, 11, 5, 14, 12]
[14, 4, 11, 13, 0]
[7, 13, 0, 3, 9]
[4, 0, 9, 13, 8]
[4, 0, 5, 14, 6]
[13, 1, 9, 6, 8]
[0, 7, 1, 12, 2]
[0, 3, 5, 12, 14]
[7, 11, 6, 9, 8]
[10, 3, 14, 6, 5]
[11, 6, 8, 13, 9]
[2, 1, 6, 5, 13]
[5, 13, 3, 7, 11]
[9, 5, 8, 7, 12]
[2, 14, 1, 8, 9]
[4, 0, 2, 3, 7]
[8, 11, 2, 5, 12]
[3, 13, 0, 4, 5]
[14, 12, 3, 2, 4]
[14, 6, 7, 10, 4]
