P1,P2,...,Pn
[9, 7, 6, 10]
[8, 5, 6, 10]
[3, 6, 9, 8]
[9, 10, 12, 1]
[6, 9, 1, 12]
[8, 1, 10, 11]
[14, 11, 12, 13]
[13, 9, 6, 3]
[13, 10, 0, 14]
[13, 7, 11, 2]
[6, 10, 14, 12]
[2, 14, 0, 12]
[3, 4, 2, 7]
[10, 2, 6, 1]
[7, 10, 12, 14]
[0, 5, 1, 7]
[6, 5, 9, 11]
[10, 14, 6, 5]
[3, 1, 11, 4]
[0, 5, 6, 3]
[12, 4, 7, 6]
[3, 13, 4, 9]
[7, 6, 2, 12]
[9, 3, 7, 5]
[13, 5, 4, 6]
[8, 7, 14, 2]
[2, 3, 8, 13]
[10, 11, 4, 12]
[10, 14, 6, 2]
[13, 4, 5, 10]
[2, 1, 8, 13]
[5, 6, 1, 8]
[13, 14, 5, 1]
[12, 2, 5, 9]
[3, 2, 13, 6]
[14, 7, 8, 0]
[9, 14, 12, 8]
[12, 11, 3, 14]
[9, 8, 4, 11]
[2, 6, 14, 5]
[11, 12, 3, 9]
[5, 9, 0, 8]
[6, 9, 5, 8]
[13, 0, 2, 14]
[8, 10, 5, 13]
[12, 11, 5, 9]
[12, 6, 2, 0]
[1, 14, 9, 2]
[0, 11, 14, 6]
[8, 11, 3, 4]
[14, 9, 8, 10]
[9, 0, 2, 8]
[3, 0, 14, 12]
[8, 0, 6, 9]
[2, 9, 8, 1]
[6, 3, 5, 9]
[1, 2, 4, 8]
[11, 6, 9, 0]
[7, 3, 2, 5]
[6, 2, 10, 4]
[8, 7, 12, 6]
[1, 5, 11, 13]
[7, 3, 5, 4]
[7, 2, 5, 12]
[0, 3, 2, 1]
[1, 6, 4, 11]
[5, 10, 2, 13]
[4, 5, 12, 14]
[3, 6, 4, 12]
[13, 3, 6, 14]
[14, 5, 4, 1]
[12, 6, 4, 8]
[7, 5, 2, 11]
[1, 0, 13, 9]
[3, 12, 7, 13]
[2, 4, 13, 10]
[6, 0, 12, 10]
[9, 1, 11, 0]
[14, 2, 4, 6]
[12, 1, 2, 8]
[7, 4, 2, 12]
[14, 9, 13, 1]
[4, 1, 8, 13]
[3, 7, 2, 8]
[6, 7, 4, 5]
[0, 7, 2, 10]
[11, 8, 13, 10]
[8, 0, 7, 11]
[13, 5, 2, 1]
[13, 4, 1, 9]
[5, 2, 12, 9]
[1, 7, 2, 14]
[3, 9, 2, 11]
[14, 3, 9, 1]
[4, 9, 6, 1]
[10, 9, 2, 4]
[3, 14, 4, 9]
[8, 2, 0, 10]
[3, 8, 2, 12]
[11, 12, 4, 5]
[4, 13, 11, 10]
[0, 7, 1, 14]
[4, 9, 7, 5]
[10, 3, 13, 12]
[0, 12, 10, 13]
[4, 7, 13, 10]
[8, 3, 6, 9]
[2, 8, 12, 11]
[14, 1, 2, 0]
[6, 3, 8, 11]
[6, 11, 7, 3]
[2, 9, 4, 10]
[1, 10, 4, 6]
[10, 3, 9, 12]
[4, 2, 0, 3]
[11, 7, 5, 9]
[7, 1, 11, 2]
[0, 3, 6, 1]
[14, 10, 5, 12]
[13, 3, 12, 2]
[4, 12, 14, 1]
[7, 3, 11, 9]
[0, 3, 4, 6]
[8, 7, 4, 3]
[1, 4, 11, 6]
[5, 1, 12, 10]
[1, 2, 6, 13]
[12, 4, 9, 14]
[9, 11, 1, 6]
[11, 6, 8, 9]
[3, 8, 2, 10]
[6, 13, 1, 11]
[8, 9, 5, 3]
[7, 3, 8, 4]
[10, 1, 7, 2]
[4, 3, 8, 9]
[9, 8, 12, 5]
[4, 5, 10, 14]
[12, 14, 5, 11]
[13, 10, 8, 6]
[3, 4, 8, 10]
[2, 0, 7, 1]
[3, 13, 1, 4]
[14, 6, 4, 3]
[1, 2, 4, 3]
[0, 10, 3, 11]
[8, 11, 4, 1]
[9, 13, 1, 8]
[7, 1, 10, 4]
[5, 9, 4, 13]
[0, 4, 10, 13]
[1, 9, 3, 5]
[3, 2, 11, 4]
[10, 4, 1, 2]
[8, 10, 5, 6]
[2, 9, 11, 6]
[4, 7, 12, 5]
[7, 4, 10, 14]
[6, 12, 7, 5]
[14, 12, 0, 10]
[5, 1, 0, 8]
[1, 5, 9, 8]
[3, 9, 4, 0]
[12, 13, 10, 1]
[10, 3, 13, 0]
[2, 7, 6, 5]
[6, 1, 4, 8]
[6, 8, 9, 0]
[10, 8, 13, 3]
[8, 14, 4, 1]
[6, 9, 2, 12]
[14, 1, 12, 4]
[8, 4, 14, 12]
[12, 4, 7, 5]
[4, 12, 0, 9]
[5, 6, 10, 13]
[11, 0, 1, 8]
[14, 9, 8, 7]
[14, 9, 8, 4]
[10, 9, 3, 11]
[6, 7, 4, 3]
[11, 14, 4, 5]
[7, 2, 4, 5]
[0, 3, 9, 7]
[10, 6, 12, 7]
[12, 4, 14, 13]
[6, 14, 3, 9]
[2, 3, 10, 4]
[14, 9, 8, 12]
[5, 1, 7, 0]
[5, 6, 11, 12]
[10, 5, 0, 12]
[11, 6, 14, 8]
[6, 13, 4, 0]
[2, 7, 10, 3]
[8, 9, 4, 1]
[3, 13, 10, 12]
[1, 9, 5, 3]
[11, 0, 2, 6]
[0, 4, 3, 9]
[3, 10, 0, 2]
[12, 3, 9, 0]
[0, 12, 14, 2]
[4, 7, 8, 10]
[11, 10, 12, 3]
[10, 13, 14, 3]
[14, 1, 10, 12]
[2, 5, 13, 4]
[1, 14, 9, 6]
[9, 1, 14, 11]
[3, 7, 14, 6]
[13, 12, 4, 5]
[11, 6, 1, 9]
[5, 4, 1, 9]
[1, 11, 12, 8]
[0, 7, 1, 6]
[7, 12, 5, 6]
[8, 12, 13, 14]
[4, 13, 2, 6]
[6, 14, 9, 13]
[10, 7, 8, 13]
[0, 3, 5, 2]
[11, 4, 14, 9]
[1, 0, 3, 4]
[12, 9, 5, 4]
[6, 9, 1, 14]
[0, 6, 3, 13]
[0, 6, 5, 2]
[5, 7, 6, 11]
[7, 10, 9, 4]
[3, 14, 6, 5]
[4, 5, 3, 2]
[12, 7, 9, 11]
[0, 7, 10, 12]
