P1,P2,...,Pn
[3, 7, 4, 11, 0]
[10, 0, 1, 13, 5]
[9, 1, 0, 13, 2]
[7, 10, 9, 0, 4]
[3, 2, 10, 12, 14]
[12, 6, 8, 4, 1]
[10, 12, 2, 4, 8]
[3, 13, 5, 8, 14]
[3, 10, 11, 0, 13]
[2, 9, 10, 8, 3]
[1, 4, 9, 8, 7]
[11, 14, 10, 8, 5]
[13, 5, 12, 8, 9]
[8, 0, 5, 6, 3]
[5, 13, 11, 7, 3]
[1, 6, 3, 0, 4]
[3, 10, 12, 4, 11]
[10, 4, 11, 0, 14]
[8, 3, 11, 2, 5]
[3, 1, 11, 14, 7]
[11, 1, 8, 14, 13]
[7, 10, 13, 14, 2]
[9, 4, 12, 0, 10]
[8, 14, 12, 4, 6]
[3, 4, 12, 14, 6]
[9, 0, 7, 8, 6]
[5, 14, 11, 9, 0]
[13, 0, 6, 14, 2]
[4, 5, 0, 2, 12]
[4, 12, 1, 10, 13]
[3, 0, 6, 4, 8]
[4, 6, 12, 0, 9]
[7, 14, 12, 2, 9]
[5, 9, 13, 3, 11]
[14, 6, 0, 5, 10]
[11, 10, 1, 9, 4]
[2, 6, 11, 7, 14]
[2, 9, 0, 3, 11]
[6, 5, 11, 14, 7]
[8, 14, 13, 4, 5]
[1, 7, 2, 3, 0]
[5, 9, 1, 14, 12]
[6, 4, 10, 14, 11]
