P1,P2,...,Pn
[5, 14, 0, 10, 8]
[6, 13, 3, 7, 10]
[3, 7, 1, 0, 6]
[7, 9, 0, 12, 4]
[7, 1, 14, 13, 3]
[6, 14, 3, 13, 10]
[11, 3, 10, 8, 2]
[5, 2, 11, 6, 4]
[8, 7, 10, 1, 4]
[11, 1, 2, 7, 5]
[3, 12, 1, 4, 5]
[4, 1, 7, 3, 9]
[9, 2, 14, 11, 1]
[2, 3, 8, 13, 14]
[11, 2, 0, 7, 4]
[11, 10, 13, 5, 3]
[6, 5, 8, 14, 13]
[6, 8, 11, 1, 9]
[0, 1, 11, 10, 3]
[8, 5, 12, 9, 4]
[10, 11, 14, 2, 1]
[7, 2, 12, 6, 8]
[0, 14, 9, 6, 11]
[9, 8, 14, 5, 6]
[12, 5, 8, 1, 2]
[2, 14, 13, 5, 6]
[1, 9, 13, 4, 0]
[3, 6, 5, 1, 13]
[13, 12, 10, 11, 3]
[7, 8, 5, 11, 4]
[0, 12, 1, 13, 11]
[3, 4, 10, 11, 6]
[0, 9, 10, 13, 2]
[9, 4, 3, 7, 8]
[7, 5, 10, 4, 11]
[0, 2, 8, 4, 10]
[7, 5, 3, 14, 9]
[9, 12, 11, 13, 8]
[3, 11, 9, 8, 7]
[2, 12, 7, 11, 9]
[2, 8, 4, 0, 1]
[13, 4, 5, 11, 1]
[1, 11, 8, 7, 2]
[7, 3, 6, 14, 11]
[9, 6, 10, 14, 13]
[9, 12, 14, 4, 11]
[3, 11, 13, 10, 2]
[4, 3, 14, 1, 10]
[3, 8, 0, 5, 13]
[11, 8, 10, 3, 9]
[3, 2, 11, 9, 8]
[9, 4, 8, 12, 13]
[9, 10, 0, 5, 8]
[0, 1, 13, 2, 12]
[11, 0, 12, 13, 2]
[12, 7, 0, 13, 10]
[0, 11, 10, 5, 14]
[4, 12, 9, 5, 0]
[14, 11, 6, 1, 9]
[7, 3, 10, 0, 6]
[10, 3, 9, 2, 7]
[14, 12, 1, 5, 11]
[1, 4, 12, 5, 14]
[5, 13, 2, 0, 1]
[8, 14, 7, 9, 1]
[1, 0, 3, 11, 13]
[0, 4, 3, 12, 9]
[8, 13, 14, 6, 5]
[8, 0, 10, 4, 6]
[9, 8, 10, 0, 4]
[12, 0, 9, 3, 13]
[13, 1, 10, 11, 5]
[12, 0, 6, 9, 4]
[4, 13, 14, 9, 11]
[12, 10, 6, 7, 2]
[9, 0, 3, 1, 11]
[2, 6, 0, 9, 1]
[10, 8, 7, 13, 9]
[8, 2, 9, 0, 10]
[0, 1, 9, 8, 5]
[3, 8, 12, 4, 10]
[0, 11, 4, 6, 10]
[3, 12, 2, 6, 1]
[14, 12, 1, 13, 3]
[13, 9, 1, 10, 6]
[5, 6, 9, 7, 1]
[14, 4, 12, 5, 10]
[5, 0, 10, 8, 3]
[13, 5, 3, 0, 12]
[8, 1, 3, 4, 13]
[7, 4, 10, 5, 14]
[12, 9, 11, 10, 4]
[14, 9, 4, 5, 0]
[2, 12, 14, 8, 0]
[1, 3, 4, 8, 5]
[7, 4, 8, 1, 10]
[12, 7, 2, 3, 5]
[11, 10, 13, 3, 8]
[2, 14, 11, 13, 10]
[7, 2, 9, 6, 10]
[8, 14, 7, 5, 3]
[9, 7, 1, 8, 0]
[4, 3, 10, 1, 5]
[11, 9, 3, 6, 0]
[12, 0, 13, 3, 11]
[8, 12, 3, 1, 11]
[1, 14, 0, 3, 7]
[2, 8, 6, 5, 13]
