P1,P2,...,Pn
[3, 10, 8, 2]
[4, 13, 8, 0]
[14, 10, 12, 11]
[9, 3, 2, 14]
[6, 2, 12, 1]
[7, 9, 10, 1]
[12, 2, 4, 1]
[10, 8, 11, 12]
[1, 3, 8, 14]
[8, 4, 14, 12]
[10, 11, 12, 1]
[1, 0, 4, 3]
[1, 6, 2, 10]
[10, 0, 4, 2]
[7, 13, 14, 5]
[4, 2, 14, 8]
[4, 6, 12, 1]
[3, 9, 5, 10]
[7, 12, 1, 11]
[7, 1, 11, 0]
[12, 10, 9, 14]
[13, 2, 9, 11]
[13, 1, 10, 4]
[10, 8, 14, 4]
[12, 3, 1, 14]
[6, 14, 8, 1]
[6, 0, 8, 5]
[9, 6, 7, 5]
[13, 1, 10, 2]
[2, 0, 12, 10]
[3, 13, 7, 8]
[6, 7, 10, 2]
[0, 13, 1, 2]
[3, 14, 10, 5]
[10, 11, 13, 3]
[7, 12, 10, 2]
[11, 12, 14, 3]
[0, 8, 10, 3]
[12, 10, 13, 8]
[14, 1, 3, 10]
[12, 10, 9, 7]
[4, 10, 9, 8]
[9, 2, 10, 0]
[14, 5, 6, 10]
[11, 14, 9, 8]
[5, 0, 3, 2]
[1, 12, 4, 8]
[14, 12, 3, 5]
[6, 8, 7, 10]
[2, 12, 0, 4]
[3, 0, 5, 4]
[3, 7, 9, 11]
[11, 3, 6, 0]
[5, 7, 0, 10]
[12, 6, 9, 13]
[13, 1, 7, 10]
[0, 7, 11, 1]
[0, 5, 13, 3]
[13, 6, 12, 0]
[14, 0, 10, 12]
[12, 9, 0, 5]
[4, 12, 6, 7]
[10, 12, 13, 0]
[9, 14, 0, 11]
[7, 5, 0, 13]
[0, 1, 2, 14]
[1, 12, 11, 14]
[6, 14, 12, 13]
[9, 14, 3, 7]
[2, 10, 12, 11]
[12, 10, 3, 0]
[13, 4, 10, 0]
[10, 2, 0, 9]
[0, 5, 4, 13]
[7, 8, 13, 1]
[11, 6, 1, 5]
[2, 14, 5, 4]
[9, 7, 1, 5]
[0, 14, 2, 6]
[5, 14, 6, 13]
[12, 14, 3, 9]
[14, 1, 8, 0]
[8, 4, 6, 10]
[11, 3, 2, 7]
[9, 6, 11, 14]
[2, 12, 8, 11]
[2, 13, 10, 12]
[6, 3, 4, 7]
[14, 8, 5, 11]
[14, 9, 5, 7]
[2, 0, 8, 5]
[7, 2, 0, 9]
[0, 13, 4, 2]
[4, 14, 10, 0]
[2, 6, 9, 14]
[13, 10, 5, 9]
[12, 2, 1, 9]
[1, 0, 8, 11]
[13, 10, 1, 2]
[5, 0, 8, 2]
[14, 5, 3, 2]
[3, 14, 0, 13]
[14, 13, 1, 10]
[12, 6, 3, 5]
[10, 2, 3, 7]
[0, 13, 14, 12]
[5, 4, 9, 12]
[11, 10, 5, 7]
[8, 13, 2, 5]
[5, 14, 12, 13]
[7, 8, 6, 12]
[11, 4, 2, 12]
[10, 5, 14, 8]
[14, 9, 13, 11]
[7, 0, 1, 9]
[0, 12, 2, 8]
[0, 12, 7, 4]
[14, 8, 12, 7]
[3, 11, 7, 6]
[10, 14, 2, 11]
[3, 0, 1, 13]
[9, 11, 2, 6]
[4, 0, 13, 3]
[0, 10, 9, 13]
[8, 2, 5, 10]
[14, 11, 10, 1]
[4, 14, 5, 13]
[1, 9, 6, 11]
[2, 0, 5, 6]
[6, 10, 2, 1]
[14, 6, 2, 11]
[12, 4, 10, 2]
[3, 14, 8, 10]
[6, 9, 2, 3]
[3, 13, 7, 9]
[11, 5, 8, 3]
[11, 6, 9, 10]
[2, 8, 6, 1]
[13, 14, 5, 10]
[10, 14, 7, 9]
[4, 14, 9, 0]
[3, 14, 9, 6]
[4, 10, 2, 5]
[3, 12, 4, 2]
[14, 11, 9, 5]
[13, 11, 8, 3]
[14, 2, 3, 10]
[10, 3, 4, 1]
[12, 14, 5, 4]
[13, 12, 10, 4]
[1, 4, 12, 13]
[1, 4, 10, 8]
[9, 12, 7, 6]
[1, 0, 2, 8]
[3, 10, 8, 11]
[1, 2, 6, 9]
[5, 3, 8, 10]
[10, 14, 11, 5]
[7, 12, 14, 3]
[8, 9, 0, 5]
[0, 3, 11, 5]
[11, 6, 4, 10]
[11, 10, 4, 0]
[14, 11, 5, 6]
[8, 5, 1, 0]
[2, 12, 11, 6]
[0, 6, 7, 1]
[14, 7, 4, 6]
[10, 3, 14, 1]
[4, 7, 5, 11]
[6, 4, 13, 14]
[9, 0, 5, 8]
