P1,P2,...,Pn
[7, 1, 10, 12]
[0, 7, 3, 14]
[0, 14, 13, 7]
[0, 9, 5, 8]
[5, 13, 12, 7]
[7, 14, 2, 6]
[7, 5, 11, 8]
[13, 11, 9, 7]
[0, 2, 10, 12]
[5, 2, 9, 14]
[12, 2, 3, 9]
[3, 8, 11, 2]
[6, 9, 7, 0]
[9, 6, 0, 5]
[1, 7, 0, 3]
[0, 8, 9, 4]
[3, 14, 0, 11]
[4, 0, 13, 7]
[9, 13, 7, 2]
[11, 0, 13, 3]
[1, 6, 10, 4]
[8, 0, 5, 10]
[12, 10, 6, 13]
[10, 12, 7, 14]
[7, 11, 4, 5]
[2, 0, 4, 1]
[11, 2, 8, 3]
[5, 8, 0, 4]
[9, 4, 13, 3]
[0, 11, 3, 8]
[6, 12, 1, 0]
[5, 2, 7, 0]
[0, 12, 3, 5]
[8, 14, 4, 5]
[6, 2, 5, 13]
[8, 4, 5, 14]
[0, 5, 2, 3]
[5, 10, 2, 0]
[3, 0, 6, 13]
[3, 5, 1, 0]
[8, 13, 6, 7]
[3, 4, 7, 14]
[7, 6, 3, 4]
[14, 10, 8, 4]
[2, 10, 8, 1]
[8, 6, 10, 5]
[11, 14, 1, 0]
[1, 14, 6, 5]
[4, 6, 0, 9]
[7, 3, 11, 1]
[14, 13, 11, 12]
[10, 14, 6, 0]
[14, 8, 5, 1]
[3, 11, 12, 10]
[1, 7, 2, 11]
[3, 1, 2, 14]
[0, 11, 12, 4]
[6, 9, 0, 2]
[5, 7, 3, 10]
[11, 4, 3, 8]
[9, 12, 0, 14]
[2, 4, 7, 6]
[1, 4, 14, 8]
[7, 13, 10, 4]
[2, 4, 6, 10]
[4, 0, 1, 8]
[1, 13, 12, 0]
[1, 4, 14, 6]
[5, 14, 9, 7]
[3, 9, 1, 0]
[12, 13, 10, 6]
[2, 0, 5, 12]
[9, 10, 13, 3]
[4, 1, 2, 13]
[13, 6, 4, 8]
[2, 4, 10, 13]
[6, 14, 10, 3]
[5, 10, 13, 1]
[12, 13, 6, 10]
[13, 14, 2, 8]
[8, 5, 10, 11]
[4, 12, 2, 5]
[6, 0, 9, 10]
[6, 12, 11, 4]
[1, 13, 9, 3]
[0, 14, 5, 9]
[11, 1, 4, 3]
[0, 6, 4, 14]
[3, 6, 10, 4]
[11, 7, 13, 5]
[12, 6, 10, 7]
[7, 1, 9, 4]
[6, 7, 11, 12]
[6, 3, 9, 10]
[9, 5, 3, 2]
[14, 4, 13, 5]
[6, 8, 12, 5]
[11, 10, 13, 1]
[5, 2, 1, 12]
[12, 0, 3, 6]
[2, 7, 11, 1]
[7, 11, 2, 5]
[11, 4, 3, 9]
[8, 10, 5, 1]
[1, 0, 2, 12]
[1, 11, 9, 8]
[14, 2, 11, 7]
[4, 1, 13, 6]
[5, 0, 1, 12]
[12, 2, 1, 9]
[10, 0, 8, 7]
[14, 7, 4, 2]
[3, 2, 9, 11]
[12, 10, 9, 1]
[6, 7, 9, 14]
[9, 12, 14, 11]
[3, 6, 12, 1]
[6, 9, 5, 10]
[3, 9, 14, 8]
[3, 9, 14, 4]
[7, 0, 12, 9]
[14, 5, 12, 1]
[4, 3, 14, 11]
[3, 1, 12, 4]
[1, 6, 10, 2]
[10, 6, 7, 4]
[10, 4, 14, 6]
[14, 1, 13, 9]
[3, 9, 1, 10]
[5, 8, 6, 12]
[0, 1, 3, 11]
[12, 2, 0, 6]
[3, 10, 13, 2]
[10, 8, 9, 2]
[2, 11, 8, 7]
[10, 6, 14, 0]
[4, 2, 8, 5]
[14, 2, 1, 6]
[12, 3, 7, 6]
[4, 5, 10, 0]
[12, 0, 3, 11]
[0, 8, 14, 12]
[0, 2, 11, 3]
[7, 8, 3, 6]
[4, 2, 7, 5]
[8, 5, 14, 9]
[14, 13, 11, 0]
[13, 8, 4, 11]
[3, 5, 8, 12]
[0, 4, 7, 2]
[0, 3, 8, 1]
[6, 9, 2, 8]
[3, 2, 14, 12]
[7, 2, 14, 10]
[4, 5, 14, 8]
[10, 12, 1, 9]
[13, 6, 9, 14]
[11, 5, 7, 9]
[3, 9, 2, 14]
[0, 13, 9, 4]
[4, 3, 8, 13]
[7, 8, 1, 4]
[5, 3, 14, 1]
[13, 4, 11, 2]
[4, 7, 2, 1]
[7, 0, 9, 3]
[0, 10, 4, 7]
[3, 9, 2, 10]
[13, 8, 2, 1]
[6, 7, 8, 4]
[12, 9, 5, 11]
[1, 14, 3, 4]
[7, 4, 1, 5]
[11, 4, 12, 9]
[2, 0, 3, 12]
[6, 11, 12, 13]
[1, 14, 13, 5]
[14, 1, 2, 12]
[7, 8, 6, 9]
[6, 10, 4, 1]
[11, 6, 2, 3]
[5, 11, 12, 3]
[4, 7, 12, 5]
[14, 9, 8, 11]
[6, 9, 8, 11]
[2, 11, 10, 5]
[9, 6, 10, 5]
[12, 2, 13, 3]
[7, 0, 4, 1]
[8, 12, 11, 6]
[13, 5, 3, 14]
[12, 5, 1, 4]
[1, 0, 7, 3]
[7, 2, 9, 8]
[1, 8, 6, 9]
[0, 12, 1, 11]
[11, 9, 1, 5]
[9, 4, 1, 8]
[3, 4, 9, 2]
[14, 6, 11, 9]
[3, 6, 2, 8]
[8, 0, 7, 4]
[14, 4, 9, 1]
[4, 7, 5, 13]
[6, 4, 11, 8]
[0, 13, 5, 10]
[5, 10, 13, 9]
[6, 13, 8, 3]
[5, 9, 11, 4]
[14, 9, 2, 13]
[1, 6, 5, 11]
[13, 0, 11, 1]
[13, 9, 0, 11]
[12, 1, 13, 5]
[0, 8, 13, 14]
[1, 10, 2, 6]
[9, 11, 13, 3]
[13, 11, 7, 0]
[12, 1, 6, 2]
[3, 9, 11, 10]
[0, 10, 4, 2]
[5, 12, 14, 7]
[1, 0, 2, 9]
[8, 13, 5, 11]
[11, 13, 1, 3]
[0, 6, 11, 2]
[7, 6, 14, 1]
[10, 8, 7, 3]
[10, 12, 5, 4]
[14, 8, 0, 5]
[13, 5, 4, 12]
[0, 8, 7, 13]
[13, 0, 12, 2]
[4, 7, 10, 1]
[4, 1, 5, 8]
[11, 10, 7, 9]
[12, 6, 14, 11]
[3, 4, 8, 0]
[3, 10, 11, 0]
[0, 4, 8, 10]
[12, 2, 0, 9]
[5, 13, 14, 8]
[2, 5, 13, 9]
[1, 14, 2, 6]
[10, 3, 4, 11]
[6, 14, 10, 2]
[1, 4, 7, 13]
[4, 12, 7, 14]
[0, 5, 12, 8]
[10, 1, 12, 0]
[0, 5, 2, 14]
[5, 4, 12, 9]
[14, 11, 3, 10]
[6, 0, 3, 4]
[0, 11, 9, 1]
[9, 5, 11, 3]
[14, 6, 3, 1]
[13, 6, 0, 12]
[6, 4, 0, 5]
[2, 5, 13, 6]
[11, 8, 4, 10]
[3, 7, 5, 13]
[8, 7, 2, 6]
[9, 4, 14, 0]
[1, 8, 6, 9]
[6, 7, 3, 2]
[12, 11, 8, 9]
[2, 14, 10, 0]
[14, 8, 5, 11]
[11, 4, 8, 2]
[7, 0, 8, 3]
[7, 11, 6, 2]
[4, 3, 8, 1]
[4, 1, 14, 2]
[5, 7, 8, 3]
[10, 1, 4, 12]
[8, 6, 14, 5]
[13, 8, 11, 0]
[9, 5, 6, 10]
[10, 1, 11, 5]
[0, 3, 7, 9]
[6, 12, 8, 11]
[14, 2, 10, 3]
[9, 4, 1, 10]
[2, 12, 3, 9]
[6, 1, 7, 13]
[4, 5, 12, 0]
[13, 9, 2, 11]
[5, 14, 2, 3]
[2, 12, 8, 10]
[9, 2, 6, 5]
[1, 11, 5, 0]
[14, 9, 4, 7]
[10, 0, 7, 14]
