P1,P2,...,Pn
[10, 0, 1, 6]
[13, 9, 4, 2]
[5, 13, 9, 14]
[0, 13, 11, 8]
[3, 4, 5, 10]
[8, 2, 3, 14]
[4, 11, 3, 9]
[13, 6, 14, 1]
[2, 3, 11, 13]
[12, 3, 7, 10]
[5, 7, 6, 12]
[14, 8, 3, 0]
[0, 11, 1, 2]
[9, 6, 2, 14]
[0, 10, 14, 5]
[3, 7, 14, 0]
[13, 2, 8, 12]
[14, 12, 11, 1]
[2, 3, 13, 0]
[13, 14, 11, 7]
[10, 12, 3, 0]
[5, 3, 6, 0]
[5, 7, 10, 13]
[3, 0, 1, 9]
[0, 12, 3, 1]
[10, 8, 5, 7]
[2, 0, 6, 12]
[3, 4, 10, 1]
[9, 5, 0, 4]
[7, 1, 3, 5]
[4, 7, 13, 0]
[9, 7, 13, 5]
[8, 6, 9, 14]
[12, 8, 5, 13]
[6, 12, 8, 2]
[9, 2, 0, 8]
[8, 10, 0, 4]
[1, 3, 7, 9]
[11, 12, 5, 3]
[11, 2, 8, 3]
[9, 1, 11, 7]
[9, 10, 7, 1]
[9, 12, 11, 2]
[7, 10, 14, 0]
[12, 6, 14, 5]
[13, 9, 2, 8]
[5, 14, 0, 11]
[4, 7, 13, 1]
[2, 8, 9, 3]
[6, 2, 12, 1]
[9, 3, 4, 12]
[1, 10, 5, 14]
[1, 6, 4, 13]
[10, 6, 1, 5]
[14, 3, 9, 5]
[13, 12, 7, 10]
[12, 11, 2, 7]
[14, 3, 6, 11]
[13, 12, 5, 11]
[0, 9, 10, 4]
[3, 10, 0, 11]
[7, 3, 5, 6]
[3, 9, 8, 1]
[5, 9, 14, 13]
[14, 0, 3, 9]
[2, 11, 12, 9]
[5, 3, 14, 1]
[10, 0, 6, 7]
[11, 4, 7, 9]
[5, 3, 0, 7]
[3, 11, 1, 13]
[6, 4, 3, 14]
[13, 4, 7, 1]
[6, 5, 7, 2]
[5, 13, 8, 6]
[0, 14, 10, 4]
[10, 6, 11, 8]
[6, 14, 13, 9]
[6, 8, 0, 1]
[12, 9, 7, 4]
[7, 6, 4, 0]
[10, 8, 3, 1]
[7, 8, 5, 3]
[2, 4, 1, 7]
[3, 0, 14, 12]
[11, 1, 13, 4]
[4, 12, 5, 6]
[14, 6, 8, 0]
[2, 0, 5, 14]
[5, 0, 13, 4]
[5, 6, 11, 7]
[10, 6, 8, 11]
[0, 14, 2, 11]
[1, 8, 0, 2]
[3, 1, 7, 6]
[0, 4, 11, 1]
[5, 0, 4, 14]
[6, 9, 12, 11]
[7, 11, 1, 10]
[12, 8, 1, 14]
[7, 13, 3, 4]
[13, 2, 12, 9]
[4, 14, 3, 2]
[3, 10, 5, 11]
[10, 6, 12, 11]
[3, 12, 2, 4]
[2, 8, 3, 0]
[0, 8, 3, 13]
[3, 13, 14, 10]
[11, 13, 7, 14]
[12, 1, 3, 4]
[3, 4, 9, 6]
[10, 12, 13, 2]
[2, 0, 3, 12]
[1, 10, 7, 5]
[1, 13, 11, 4]
[5, 12, 9, 3]
[3, 9, 11, 0]
[8, 0, 1, 4]
[10, 12, 5, 14]
[5, 14, 3, 6]
[2, 12, 3, 0]
[13, 10, 6, 11]
[9, 4, 1, 8]
[13, 3, 12, 9]
[8, 11, 13, 5]
[0, 1, 14, 8]
[11, 3, 2, 14]
[2, 1, 9, 14]
[3, 5, 7, 1]
[7, 6, 4, 13]
[13, 14, 6, 10]
[1, 13, 6, 8]
[7, 14, 4, 5]
[0, 12, 8, 14]
[7, 14, 5, 12]
[9, 14, 11, 10]
[10, 5, 11, 12]
[8, 3, 1, 13]
[8, 2, 13, 6]
[2, 5, 12, 6]
[8, 3, 12, 6]
[8, 1, 5, 7]
[0, 4, 3, 7]
[2, 1, 4, 6]
[3, 12, 8, 7]
[8, 13, 10, 14]
[0, 13, 9, 5]
[2, 8, 13, 12]
[12, 5, 11, 10]
[14, 1, 0, 10]
[13, 14, 8, 4]
[5, 7, 9, 1]
[14, 6, 4, 9]
[9, 12, 0, 14]
[10, 5, 0, 4]
[7, 0, 13, 12]
[11, 9, 12, 1]
[8, 13, 9, 12]
[5, 0, 1, 10]
[8, 10, 9, 5]
[0, 7, 2, 12]
[13, 2, 12, 11]
[9, 14, 12, 2]
[9, 7, 6, 12]
[14, 2, 11, 6]
[11, 7, 12, 10]
[1, 13, 0, 8]
[4, 14, 0, 11]
[5, 9, 14, 10]
[2, 11, 6, 12]
[3, 6, 2, 8]
[6, 4, 1, 13]
[9, 5, 11, 14]
[13, 1, 6, 5]
[3, 14, 12, 0]
[7, 11, 13, 10]
[1, 6, 8, 2]
[11, 2, 6, 8]
[7, 10, 1, 0]
[5, 9, 4, 3]
[11, 4, 5, 7]
[14, 0, 13, 1]
[8, 4, 7, 14]
[1, 2, 3, 4]
[9, 10, 14, 4]
[1, 0, 11, 13]
[1, 5, 11, 8]
[2, 9, 13, 5]
[9, 3, 5, 6]
[0, 8, 10, 12]
[10, 14, 2, 6]
[8, 10, 6, 4]
[5, 4, 13, 2]
[3, 13, 14, 10]
[14, 11, 10, 1]
[6, 3, 11, 4]
[11, 14, 4, 8]
