P1,P2,...,Pn
[8, 2, 13, 12, 9]
[13, 5, 3, 9, 0]
[0, 14, 10, 8, 7]
[1, 3, 14, 12, 4]
[5, 4, 0, 10, 2]
[5, 14, 7, 13, 3]
[10, 8, 6, 5, 9]
[1, 12, 2, 10, 5]
[10, 6, 4, 11, 5]
[4, 7, 9, 13, 12]
[4, 5, 0, 11, 12]
[7, 10, 0, 4, 13]
[1, 8, 12, 0, 7]
[11, 3, 0, 5, 7]
[5, 8, 6, 9, 3]
[7, 10, 2, 13, 14]
[3, 11, 4, 14, 13]
[3, 0, 11, 4, 12]
[2, 6, 4, 11, 7]
[2, 10, 3, 0, 6]
[13, 7, 1, 14, 8]
[11, 3, 10, 1, 12]
[7, 10, 13, 9, 0]
[3, 12, 9, 1, 7]
[9, 2, 14, 11, 6]
[10, 0, 6, 14, 13]
[7, 4, 13, 10, 14]
[0, 1, 14, 10, 9]
[13, 6, 1, 0, 8]
[1, 2, 4, 14, 6]
[7, 1, 5, 2, 10]
[6, 13, 4, 8, 12]
[1, 7, 11, 3, 0]
[2, 4, 8, 11, 7]
[8, 13, 4, 0, 12]
[6, 8, 1, 9, 13]
[13, 10, 0, 6, 8]
[2, 6, 10, 5, 0]
[12, 5, 10, 6, 7]
[13, 0, 2, 14, 1]
[8, 5, 3, 6, 0]
[4, 8, 14, 9, 2]
[13, 3, 4, 8, 2]
[2, 8, 0, 6, 5]
[1, 3, 13, 10, 4]
[14, 12, 0, 13, 6]
[5, 1, 10, 0, 2]
[1, 5, 12, 7, 0]
[10, 13, 7, 11, 2]
[7, 8, 14, 2, 4]
[8, 0, 7, 2, 1]
[2, 8, 10, 14, 0]
[10, 6, 5, 3, 14]
[7, 10, 12, 0, 8]
[5, 1, 7, 0, 4]
[0, 14, 5, 3, 1]
[14, 13, 5, 0, 6]
[13, 8, 11, 7, 12]
[6, 2, 7, 10, 1]
[12, 14, 9, 13, 7]
[1, 10, 12, 14, 2]
[11, 13, 12, 0, 4]
[14, 7, 10, 2, 3]
[10, 9, 1, 0, 8]
[14, 9, 5, 8, 6]
[5, 2, 3, 7, 6]
[12, 9, 7, 10, 5]
[3, 13, 12, 14, 5]
[7, 3, 0, 11, 9]
[12, 11, 5, 13, 9]
[11, 6, 0, 4, 10]
[8, 11, 10, 0, 9]
[9, 7, 10, 4, 13]
[11, 1, 3, 2, 13]
[2, 7, 12, 5, 11]
[10, 9, 4, 3, 6]
[5, 11, 7, 13, 9]
[3, 1, 9, 8, 11]
[6, 5, 3, 0, 2]
[14, 5, 4, 1, 3]
[13, 11, 4, 8, 6]
[9, 10, 3, 5, 8]
[2, 7, 3, 13, 5]
[11, 14, 8, 2, 6]
[13, 1, 8, 7, 11]
[1, 3, 8, 6, 10]
[14, 8, 12, 4, 9]
[12, 3, 11, 7, 10]
[4, 6, 5, 14, 2]
[6, 11, 4, 14, 7]
[13, 11, 4, 1, 2]
[8, 2, 0, 5, 4]
[8, 5, 11, 1, 3]
[1, 7, 10, 8, 3]
[8, 6, 11, 3, 2]
[0, 9, 1, 5, 11]
[11, 5, 13, 7, 1]
[5, 11, 2, 10, 6]
[6, 5, 9, 13, 7]
[7, 13, 2, 6, 12]
[5, 0, 11, 10, 9]
[2, 1, 13, 12, 8]
[5, 6, 1, 14, 9]
[14, 9, 5, 3, 2]
[0, 9, 6, 12, 11]
[6, 8, 10, 4, 2]
[3, 8, 0, 11, 9]
[1, 2, 6, 8, 14]
[14, 1, 5, 4, 12]
[3, 1, 4, 5, 6]
[11, 5, 12, 7, 6]
[2, 6, 14, 1, 9]
[8, 0, 10, 4, 3]
[11, 12, 8, 7, 0]
[3, 4, 12, 2, 7]
[10, 12, 13, 11, 8]
[2, 10, 7, 1, 3]
[3, 7, 9, 0, 13]
[14, 6, 9, 1, 4]
[10, 12, 11, 2, 14]
[5, 14, 13, 1, 7]
[4, 2, 11, 3, 0]
[10, 1, 12, 14, 2]
[6, 14, 7, 0, 2]
[5, 11, 1, 2, 8]
[10, 0, 5, 12, 1]
[7, 9, 11, 4, 14]
[9, 10, 6, 1, 5]
[10, 8, 9, 12, 2]
[1, 14, 11, 5, 3]
[8, 1, 3, 2, 7]
[3, 7, 14, 2, 9]
[13, 7, 8, 12, 9]
[9, 13, 11, 14, 3]
[7, 4, 8, 3, 5]
[9, 8, 11, 2, 7]
[9, 12, 10, 2, 14]
[2, 1, 13, 11, 14]
[12, 1, 8, 2, 7]
[14, 4, 3, 1, 0]
[2, 8, 9, 4, 5]
[5, 11, 14, 12, 9]
[13, 4, 0, 12, 5]
[1, 14, 7, 3, 4]
[0, 12, 11, 14, 6]
[13, 5, 0, 12, 2]
[4, 1, 9, 0, 11]
[11, 0, 10, 7, 2]
[14, 4, 11, 6, 0]
[5, 0, 1, 2, 8]
[10, 3, 0, 9, 6]
[3, 5, 9, 14, 13]
[6, 13, 1, 8, 11]
[8, 9, 13, 7, 1]
[10, 4, 9, 6, 12]
[11, 14, 2, 4, 8]
[11, 0, 13, 4, 6]
[6, 2, 3, 7, 1]
[0, 4, 6, 14, 8]
[7, 12, 13, 1, 14]
[3, 4, 1, 8, 12]
[9, 6, 12, 11, 2]
[13, 11, 5, 7, 0]
[14, 1, 8, 3, 0]
[14, 8, 5, 0, 11]
[12, 7, 5, 14, 13]
[9, 14, 13, 4, 0]
[1, 5, 6, 9, 8]
[12, 1, 10, 8, 13]
[2, 7, 4, 6, 3]
[0, 7, 13, 2, 4]
[7, 10, 6, 5, 0]
[8, 7, 5, 4, 12]
[1, 0, 9, 5, 13]
[10, 4, 2, 13, 6]
[9, 4, 10, 2, 6]
[3, 7, 1, 6, 9]
[11, 9, 0, 7, 10]
[7, 13, 5, 9, 14]
[7, 13, 8, 10, 5]
[13, 8, 1, 9, 2]
[10, 14, 11, 4, 1]
[11, 7, 3, 4, 14]
[1, 5, 14, 0, 13]
[14, 6, 9, 8, 7]
[5, 7, 13, 2, 4]
[2, 14, 0, 10, 12]
[6, 3, 4, 5, 7]
[4, 2, 0, 8, 10]
[8, 6, 13, 5, 10]
[2, 4, 5, 3, 1]
[7, 14, 2, 10, 0]
[8, 14, 0, 13, 7]
[13, 2, 12, 5, 0]
[1, 9, 4, 5, 10]
[7, 6, 0, 9, 14]
[2, 11, 10, 8, 1]
[11, 3, 7, 12, 13]
[7, 1, 9, 0, 11]
[6, 14, 8, 7, 0]
[4, 13, 11, 12, 7]
[1, 7, 14, 0, 12]
[1, 9, 0, 12, 4]
[14, 13, 4, 5, 9]
[8, 10, 9, 3, 1]
[11, 2, 0, 1, 6]
[13, 7, 4, 12, 9]
[12, 7, 4, 6, 3]
[1, 6, 11, 9, 14]
[8, 9, 10, 13, 4]
[14, 8, 2, 3, 0]
[10, 4, 11, 13, 3]
[9, 2, 4, 5, 10]
[13, 11, 12, 2, 1]
[8, 6, 13, 4, 12]
[6, 8, 9, 11, 4]
[9, 3, 7, 8, 4]
[12, 13, 0, 14, 2]
[12, 11, 0, 14, 5]
[8, 3, 13, 6, 12]
[0, 8, 6, 4, 14]
[14, 2, 4, 3, 8]
[9, 0, 1, 7, 12]
[8, 9, 4, 0, 6]
[8, 9, 4, 6, 0]
[2, 7, 11, 1, 5]
[6, 7, 8, 4, 13]
[2, 11, 1, 10, 12]
[2, 7, 10, 9, 3]
[11, 5, 2, 0, 10]
[10, 12, 0, 1, 7]
[5, 6, 1, 8, 0]
[3, 6, 8, 12, 1]
[4, 6, 8, 5, 1]
[6, 4, 3, 0, 2]
[0, 6, 9, 1, 10]
[5, 12, 9, 11, 10]
[7, 4, 8, 14, 5]
[0, 3, 2, 4, 14]
[8, 11, 4, 14, 5]
[10, 13, 1, 12, 14]
[9, 0, 8, 2, 10]
[3, 8, 2, 13, 6]
[6, 1, 0, 7, 3]
[13, 5, 12, 7, 11]
[12, 1, 11, 6, 8]
[10, 0, 4, 11, 6]
[14, 3, 1, 2, 9]
[5, 14, 8, 6, 9]
[5, 9, 2, 10, 6]
[14, 0, 6, 1, 8]
[2, 14, 3, 0, 10]
[2, 1, 14, 11, 7]
[0, 11, 6, 9, 14]
[12, 10, 4, 9, 6]
[5, 12, 11, 2, 1]
[3, 6, 2, 4, 7]
[12, 7, 13, 8, 6]
[5, 7, 8, 4, 9]
[0, 8, 6, 10, 11]
[10, 2, 4, 13, 7]
[1, 7, 2, 6, 8]
[8, 4, 6, 2, 5]
[0, 14, 2, 3, 10]
[13, 7, 12, 6, 4]
[3, 2, 0, 9, 6]
[11, 5, 13, 7, 1]
[12, 1, 7, 5, 13]
[2, 3, 5, 8, 11]
[3, 14, 0, 10, 6]
[12, 10, 6, 8, 0]
[3, 7, 6, 14, 2]
[11, 9, 3, 14, 7]
[7, 5, 6, 11, 2]
[9, 14, 2, 12, 1]
[4, 8, 12, 2, 13]
[10, 6, 3, 14, 12]
[5, 11, 12, 7, 8]
[8, 6, 11, 13, 3]
[12, 4, 5, 1, 2]
[2, 14, 1, 8, 10]
[7, 9, 12, 5, 4]
[2, 4, 1, 10, 9]
[13, 3, 12, 4, 0]
[5, 12, 14, 2, 6]
[0, 1, 13, 9, 10]
[7, 2, 6, 3, 9]
[3, 9, 0, 5, 4]
[3, 14, 12, 5, 10]
[14, 13, 11, 1, 7]
[2, 9, 10, 3, 7]
[9, 11, 14, 6, 5]
[7, 6, 10, 13, 9]
[5, 11, 10, 1, 14]
[0, 1, 13, 6, 9]
[4, 6, 8, 13, 5]
[12, 4, 9, 2, 3]
[8, 3, 0, 10, 13]
[10, 7, 1, 13, 6]
[8, 14, 1, 12, 5]
[6, 14, 1, 4, 13]
[6, 9, 11, 3, 1]
[14, 5, 7, 11, 4]
[8, 11, 1, 14, 9]
[3, 9, 0, 5, 2]
[4, 7, 10, 3, 13]
[12, 10, 6, 7, 5]
[1, 13, 11, 6, 3]
[6, 2, 14, 12, 3]
[5, 12, 0, 14, 6]
[1, 5, 10, 14, 9]
[0, 5, 9, 6, 7]
[6, 9, 2, 4, 14]
[11, 2, 1, 6, 0]
[7, 0, 11, 9, 1]
[5, 8, 14, 3, 11]
[8, 11, 9, 2, 13]
[8, 4, 13, 3, 6]
[3, 11, 5, 7, 14]
[8, 9, 1, 4, 3]
[12, 1, 8, 2, 13]
[10, 2, 11, 8, 3]
[3, 14, 8, 12, 13]
[10, 5, 3, 7, 2]
[7, 13, 1, 2, 11]
[0, 12, 6, 8, 14]
[4, 0, 9, 3, 10]
[10, 4, 2, 1, 8]
[0, 11, 3, 8, 9]
[4, 14, 7, 3, 9]
[13, 2, 1, 5, 8]
[10, 6, 8, 11, 3]
[8, 7, 4, 10, 2]
[11, 13, 6, 5, 0]
[11, 0, 1, 12, 2]
[14, 1, 13, 6, 11]
[5, 10, 1, 4, 12]
[8, 14, 10, 6, 1]
[1, 5, 11, 3, 0]
[13, 5, 8, 1, 9]
[1, 7, 8, 6, 4]
[8, 7, 12, 4, 3]
[4, 12, 3, 14, 7]
[14, 11, 3, 5, 9]
[4, 8, 1, 7, 3]
[4, 10, 0, 14, 1]
[13, 0, 5, 7, 3]
[12, 8, 10, 11, 13]
[6, 1, 2, 7, 10]
[5, 2, 0, 9, 11]
[8, 5, 2, 10, 9]
[2, 13, 4, 1, 9]
[8, 5, 10, 2, 0]
[10, 6, 8, 13, 1]
