P1,P2,...,Pn
[11, 7, 14, 3, 4]
[4, 14, 8, 0, 1]
[2, 6, 1, 8, 11]
[0, 3, 7, 11, 12]
[0, 4, 6, 8, 9]
[13, 0, 5, 14, 6]
[3, 7, 10, 5, 1]
[14, 9, 4, 2, 3]
[2, 4, 11, 12, 5]
[1, 7, 2, 14, 3]
[14, 7, 10, 9, 2]
[13, 3, 2, 6, 14]
[0, 10, 6, 11, 7]
[0, 13, 2, 11, 5]
[6, 13, 8, 7, 12]
[1, 8, 13, 10, 0]
[11, 10, 12, 13, 9]
[10, 6, 14, 8, 3]
[10, 7, 9, 3, 2]
[14, 8, 4, 0, 3]
[12, 3, 4, 2, 5]
[12, 2, 5, 0, 1]
[12, 6, 10, 9, 13]
[14, 0, 13, 5, 9]
[13, 7, 11, 5, 4]
[3, 6, 1, 5, 7]
[2, 5, 6, 11, 10]
[5, 4, 0, 12, 9]
[7, 6, 8, 5, 2]
[13, 6, 4, 8, 1]
[11, 0, 10, 7, 12]
[11, 0, 12, 10, 6]
[12, 7, 10, 11, 2]
[1, 0, 13, 6, 11]
[10, 4, 8, 13, 14]
[0, 14, 10, 6, 12]
[1, 2, 3, 13, 4]
[2, 3, 12, 5, 8]
[1, 2, 12, 5, 0]
[9, 8, 14, 10, 5]
[3, 2, 9, 6, 7]
[9, 0, 12, 5, 6]
[3, 7, 1, 12, 4]
[8, 7, 2, 4, 12]
[7, 12, 13, 2, 3]
[14, 12, 11, 6, 3]
[3, 4, 0, 1, 14]
[9, 11, 8, 3, 5]
[4, 9, 7, 0, 1]
[4, 8, 7, 9, 13]
[13, 9, 2, 7, 6]
[2, 12, 1, 8, 14]
[0, 4, 10, 5, 9]
[0, 11, 1, 6, 8]
[7, 11, 9, 3, 8]
[11, 14, 0, 8, 2]
[6, 2, 12, 14, 1]
[12, 3, 9, 4, 11]
[5, 11, 9, 6, 4]
[3, 11, 13, 10, 8]
[7, 8, 5, 3, 10]
[8, 10, 13, 11, 6]
[6, 9, 8, 13, 2]
[7, 6, 12, 1, 5]
[12, 4, 0, 11, 6]
[3, 7, 11, 13, 8]
[14, 2, 7, 12, 0]
[10, 8, 3, 9, 13]
[4, 0, 2, 1, 13]
[13, 11, 10, 14, 0]
[8, 11, 12, 1, 3]
[14, 6, 5, 1, 8]
[5, 7, 0, 11, 1]
[14, 1, 9, 0, 7]
[11, 2, 7, 6, 8]
[4, 10, 9, 13, 3]
[7, 14, 0, 11, 8]
[13, 2, 7, 9, 11]
[12, 0, 13, 4, 11]
[14, 8, 6, 9, 2]
[14, 6, 9, 10, 0]
[11, 0, 10, 8, 6]
[0, 2, 3, 11, 8]
[13, 3, 10, 14, 6]
[7, 1, 8, 6, 0]
[3, 0, 9, 8, 13]
[9, 1, 4, 8, 11]
[5, 12, 10, 6, 8]
[12, 3, 7, 0, 6]
[4, 8, 6, 9, 12]
[1, 14, 13, 10, 9]
[11, 10, 13, 9, 8]
[4, 6, 12, 5, 14]
[5, 8, 14, 9, 11]
[2, 5, 11, 3, 8]
[4, 14, 10, 13, 7]
[0, 8, 3, 13, 10]
[6, 10, 13, 5, 2]
[13, 1, 8, 3, 5]
[10, 14, 2, 3, 6]
[12, 14, 8, 6, 5]
[12, 8, 10, 6, 2]
[4, 7, 3, 14, 8]
[8, 0, 4, 12, 13]
[11, 2, 5, 10, 6]
[14, 1, 13, 4, 0]
[6, 4, 8, 3, 10]
[11, 1, 5, 2, 8]
[2, 7, 10, 8, 14]
[3, 1, 12, 0, 14]
[1, 6, 14, 13, 10]
[9, 3, 8, 0, 1]
[12, 3, 13, 10, 14]
[5, 8, 1, 10, 2]
[8, 7, 9, 11, 10]
[11, 4, 2, 6, 7]
[13, 8, 6, 2, 7]
[9, 5, 1, 2, 6]
[9, 10, 3, 2, 12]
[4, 14, 11, 0, 7]
[14, 10, 11, 6, 7]
[1, 11, 4, 9, 0]
[2, 6, 0, 9, 10]
[7, 6, 14, 4, 5]
[6, 1, 5, 14, 13]
[5, 10, 7, 3, 14]
[3, 14, 4, 5, 11]
[11, 13, 2, 4, 10]
[4, 9, 2, 5, 14]
[1, 10, 9, 11, 2]
[5, 13, 1, 12, 6]
[13, 2, 8, 4, 11]
[14, 11, 8, 1, 10]
[14, 1, 2, 0, 9]
[3, 6, 11, 10, 7]
[8, 9, 13, 5, 4]
[8, 6, 5, 13, 2]
[8, 6, 10, 2, 12]
[5, 11, 10, 14, 3]
[11, 0, 1, 6, 5]
[8, 4, 14, 11, 10]
[9, 3, 0, 5, 1]
[10, 6, 2, 9, 1]
[2, 7, 14, 11, 9]
[6, 11, 10, 14, 9]
[7, 13, 11, 10, 4]
[14, 3, 9, 4, 10]
[13, 7, 0, 12, 10]
[12, 13, 5, 11, 4]
[14, 11, 4, 10, 9]
[4, 0, 14, 2, 13]
