P1,P2,...,Pn
[1, 2, 14, 13]
[5, 0, 3, 13]
[0, 14, 12, 1]
[6, 11, 2, 14]
[8, 2, 13, 7]
[9, 8, 6, 4]
[14, 6, 12, 4]
[0, 1, 6, 8]
[6, 10, 11, 7]
[2, 4, 3, 12]
[10, 4, 1, 5]
[9, 12, 11, 8]
[13, 0, 6, 7]
[4, 5, 1, 0]
[7, 8, 12, 6]
[10, 1, 11, 0]
[9, 13, 5, 11]
[1, 5, 12, 3]
[1, 14, 13, 12]
[5, 3, 10, 13]
[11, 12, 7, 1]
[5, 14, 10, 6]
[13, 2, 14, 6]
[6, 0, 3, 14]
[12, 11, 5, 0]
[2, 1, 0, 14]
[2, 7, 0, 10]
[13, 6, 0, 3]
[3, 11, 8, 6]
[10, 12, 9, 4]
[11, 4, 8, 0]
[6, 2, 10, 8]
[6, 7, 2, 1]
[10, 0, 9, 4]
[2, 13, 0, 8]
[3, 9, 2, 12]
[5, 8, 12, 11]
[11, 10, 1, 13]
[7, 8, 9, 10]
[4, 6, 0, 14]
[2, 9, 5, 14]
[14, 5, 7, 2]
[13, 7, 9, 14]
[3, 6, 14, 2]
[14, 3, 5, 10]
[6, 5, 1, 14]
[2, 12, 1, 10]
[1, 8, 10, 4]
[9, 11, 2, 6]
[0, 13, 6, 4]
[4, 12, 13, 2]
[3, 12, 0, 4]
[9, 13, 14, 11]
[5, 3, 12, 1]
[10, 12, 8, 11]
[5, 13, 12, 1]
[3, 5, 13, 4]
[5, 13, 2, 9]
[1, 12, 8, 5]
[3, 5, 6, 1]
[3, 10, 11, 2]
[7, 0, 1, 4]
[11, 6, 4, 13]
[12, 11, 5, 3]
[10, 3, 5, 0]
[1, 2, 3, 14]
[6, 10, 14, 0]
[3, 6, 14, 8]
[5, 13, 9, 7]
[2, 3, 14, 6]
[5, 0, 11, 12]
[7, 6, 11, 5]
[1, 13, 8, 7]
[12, 8, 0, 14]
[11, 3, 8, 10]
[14, 7, 13, 0]
[11, 10, 5, 8]
[12, 8, 1, 6]
[9, 7, 12, 2]
[2, 10, 1, 14]
[8, 6, 9, 7]
[6, 12, 7, 11]
[9, 6, 2, 4]
[4, 11, 3, 0]
[8, 11, 1, 9]
[8, 0, 12, 11]
[8, 0, 7, 10]
[2, 11, 0, 10]
[13, 12, 2, 10]
[8, 11, 7, 3]
[11, 1, 0, 14]
[5, 8, 11, 6]
[5, 6, 11, 3]
[14, 3, 13, 5]
[4, 12, 8, 3]
[11, 5, 10, 12]
[12, 1, 4, 6]
[5, 9, 2, 14]
[14, 0, 3, 11]
[3, 5, 7, 1]
[10, 4, 13, 7]
[6, 9, 14, 13]
[12, 13, 6, 0]
[11, 13, 10, 0]
[2, 14, 11, 8]
[6, 11, 10, 7]
[2, 4, 11, 6]
[3, 10, 2, 6]
[14, 6, 12, 8]
[3, 2, 1, 13]
[6, 0, 12, 5]
[2, 7, 0, 9]
[13, 9, 7, 5]
[14, 8, 6, 2]
[8, 11, 7, 3]
[1, 14, 5, 4]
[11, 6, 10, 13]
[2, 5, 3, 12]
[13, 7, 10, 14]
[7, 3, 13, 1]
[8, 2, 1, 13]
[14, 11, 2, 4]
[0, 12, 5, 1]
[8, 6, 3, 1]
[5, 4, 12, 6]
[4, 10, 3, 5]
[2, 8, 10, 7]
[8, 4, 2, 12]
[9, 1, 11, 8]
[11, 3, 2, 10]
[8, 9, 6, 12]
[7, 14, 10, 12]
[12, 1, 2, 11]
[7, 12, 10, 5]
[14, 13, 6, 2]
[5, 4, 9, 13]
[1, 6, 9, 3]
[3, 0, 6, 5]
[4, 10, 7, 2]
[1, 10, 5, 0]
[1, 3, 2, 14]
[1, 10, 8, 0]
[2, 12, 8, 7]
[2, 4, 10, 11]
[3, 14, 4, 0]
[10, 6, 7, 13]
[3, 7, 4, 14]
[3, 1, 9, 13]
[9, 6, 8, 4]
[11, 2, 13, 8]
[11, 2, 12, 9]
[8, 7, 13, 14]
[0, 14, 13, 11]
[2, 7, 4, 6]
[9, 8, 10, 1]
[9, 14, 6, 11]
[4, 3, 11, 5]
[7, 6, 1, 14]
[4, 7, 14, 10]
[3, 2, 6, 5]
[7, 12, 11, 9]
[3, 2, 11, 6]
[1, 9, 14, 3]
[3, 14, 8, 0]
[12, 13, 1, 7]
[3, 0, 8, 10]
[2, 3, 10, 12]
[7, 0, 11, 14]
[2, 11, 12, 14]
[1, 3, 2, 0]
[10, 13, 1, 0]
[4, 0, 9, 12]
[4, 10, 12, 0]
[9, 4, 1, 0]
[12, 8, 1, 5]
[14, 13, 9, 8]
[7, 5, 14, 3]
[6, 9, 5, 2]
[9, 14, 10, 0]
[3, 11, 5, 13]
[14, 2, 11, 12]
[9, 11, 8, 7]
[14, 11, 3, 8]
[10, 0, 14, 8]
[14, 1, 5, 12]
[6, 9, 12, 13]
[9, 1, 7, 10]
[9, 12, 5, 1]
[8, 10, 5, 2]
[1, 9, 12, 14]
[11, 13, 0, 10]
[14, 9, 11, 8]
[12, 9, 14, 0]
[0, 5, 13, 4]
[2, 14, 7, 11]
[10, 14, 0, 12]
[5, 14, 4, 7]
[13, 11, 0, 8]
[4, 13, 7, 1]
[5, 0, 7, 4]
[7, 11, 13, 6]
[13, 7, 2, 4]
[1, 14, 2, 3]
[12, 11, 0, 5]
[8, 5, 11, 9]
[2, 9, 6, 13]
[9, 14, 13, 8]
[3, 8, 4, 2]
[5, 1, 13, 2]
[11, 12, 13, 7]
[13, 4, 5, 14]
[8, 2, 1, 10]
[5, 9, 4, 7]
[10, 1, 2, 6]
[13, 1, 6, 0]
[1, 10, 8, 14]
[13, 9, 8, 1]
[3, 9, 0, 6]
[14, 12, 2, 10]
[9, 3, 6, 13]
[14, 3, 1, 13]
[12, 10, 5, 11]
[6, 14, 10, 7]
[3, 10, 13, 7]
[5, 14, 12, 2]
[2, 3, 13, 12]
[3, 1, 2, 11]
[12, 3, 7, 11]
[7, 4, 5, 11]
[8, 5, 10, 6]
[9, 11, 6, 5]
[14, 6, 13, 5]
[1, 5, 0, 12]
[4, 2, 13, 6]
[13, 4, 8, 10]
[11, 2, 3, 0]
[1, 9, 10, 3]
[5, 8, 7, 3]
[0, 5, 3, 14]
[13, 2, 1, 3]
[0, 9, 13, 12]
[9, 6, 13, 1]
[10, 9, 6, 11]
[10, 9, 2, 14]
[1, 0, 4, 3]
[5, 9, 1, 13]
[12, 3, 7, 8]
[5, 12, 1, 11]
[2, 12, 7, 11]
[14, 6, 2, 11]
[1, 11, 13, 12]
[4, 13, 8, 14]
[1, 4, 12, 3]
[1, 4, 14, 6]
[9, 14, 1, 5]
[10, 7, 2, 13]
[7, 14, 10, 6]
[6, 7, 14, 5]
[9, 10, 12, 13]
[12, 6, 1, 7]
[8, 0, 12, 6]
[13, 6, 11, 14]
[13, 7, 5, 1]
[12, 4, 6, 1]
[7, 11, 3, 9]
[7, 11, 5, 6]
[7, 5, 6, 3]
[0, 13, 6, 1]
[14, 6, 12, 13]
[9, 8, 4, 2]
[2, 9, 12, 11]
[13, 5, 7, 2]
[4, 12, 14, 10]
[7, 10, 1, 12]
[0, 11, 9, 4]
[0, 5, 9, 13]
[14, 9, 10, 5]
[14, 8, 1, 3]
[10, 4, 0, 3]
[13, 12, 7, 4]
[12, 7, 0, 14]
[12, 8, 5, 13]
[14, 1, 3, 0]
[6, 7, 10, 1]
[1, 3, 2, 4]
[5, 11, 8, 7]
[10, 8, 1, 3]
[5, 7, 8, 1]
[6, 11, 3, 12]
[11, 14, 9, 8]
[4, 14, 0, 5]
[2, 12, 9, 11]
[13, 7, 3, 0]
[8, 11, 4, 0]
[12, 3, 10, 11]
[11, 0, 12, 3]
