P1,P2,...,Pn
[4, 7, 0, 3]
[0, 8, 11, 9]
[10, 0, 4, 9]
[9, 5, 12, 1]
[7, 8, 2, 1]
[5, 2, 12, 11]
[11, 2, 1, 3]
[7, 8, 4, 9]
[3, 0, 2, 4]
[0, 11, 2, 12]
[13, 7, 3, 5]
[2, 12, 9, 6]
[0, 10, 7, 3]
[11, 10, 1, 2]
[10, 8, 11, 6]
[0, 7, 14, 9]
[11, 10, 5, 3]
[10, 4, 0, 3]
[7, 1, 11, 3]
[3, 12, 9, 13]
[5, 11, 7, 10]
[3, 14, 4, 7]
[7, 3, 11, 12]
[10, 12, 8, 5]
[5, 7, 11, 9]
[1, 11, 9, 3]
[7, 1, 12, 11]
[5, 10, 7, 9]
[0, 9, 6, 11]
[7, 12, 13, 1]
[7, 5, 11, 13]
[5, 2, 9, 10]
[0, 10, 6, 12]
[4, 8, 2, 9]
[10, 0, 1, 9]
[0, 2, 11, 6]
[8, 7, 14, 2]
[6, 8, 7, 4]
[10, 11, 14, 13]
[14, 4, 10, 8]
[10, 11, 7, 14]
[0, 13, 7, 5]
[14, 10, 3, 11]
[0, 2, 8, 12]
[2, 10, 3, 4]
[13, 7, 6, 4]
[11, 6, 5, 0]
[2, 4, 13, 14]
[9, 8, 0, 4]
[2, 14, 3, 13]
[3, 13, 10, 9]
[11, 5, 0, 2]
[4, 0, 12, 9]
[3, 6, 9, 0]
[14, 12, 6, 4]
[4, 12, 3, 0]
[13, 6, 2, 9]
[8, 5, 3, 13]
[1, 11, 5, 8]
[1, 0, 6, 4]
[9, 5, 1, 0]
[3, 8, 10, 6]
[14, 2, 13, 7]
[10, 9, 4, 1]
[13, 12, 14, 1]
[7, 8, 4, 13]
[6, 2, 10, 3]
[3, 1, 7, 2]
[0, 8, 4, 10]
[12, 11, 1, 6]
[7, 14, 13, 0]
[5, 6, 10, 9]
[8, 11, 0, 5]
[11, 12, 0, 6]
[9, 1, 4, 8]
[11, 2, 12, 8]
[13, 14, 1, 8]
[2, 13, 6, 10]
[0, 6, 8, 10]
[7, 4, 13, 5]
[8, 13, 4, 12]
[7, 1, 5, 13]
[10, 9, 4, 8]
[1, 0, 4, 2]
[13, 1, 12, 10]
[6, 11, 10, 0]
[13, 9, 7, 4]
[11, 12, 4, 14]
[14, 8, 7, 1]
[9, 13, 3, 11]
[1, 10, 8, 3]
[13, 5, 1, 11]
[9, 7, 13, 10]
[0, 13, 9, 10]
[13, 0, 2, 14]
